v1,v2,,,
Legitimate,Yup ok...,,,
Legitimate,I want to see your pretty pussy...,,,
Phishing,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,,,
Legitimate,"A few people are at the game, I'm at the mall with iouri and kaila",,,
Phishing,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,,,
Phishing,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,,,
Legitimate,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,,,
Legitimate,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,
Legitimate,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
Legitimate,Hey come online! Use msn... We are all there,,,
Legitimate,I'm fine. Hope you are good. Do take care.,,,
Legitimate,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,,,
Legitimate,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,,,
Legitimate,Yar... I tot u knew dis would happen long ago already.,,,
Legitimate,You are gorgeous! keep those pix cumming :) thank you!,,,
Legitimate,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,
Legitimate,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,,,
Legitimate,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),,,
Legitimate,So what u doing today?,,,
Legitimate,I said its okay. Sorry,,,
Legitimate,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,,,
Legitimate,Networking job is there.,,,
Phishing,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,,,
Legitimate,Dont let studying stress you out. L8r.,,,
Legitimate,That's y u haf 2 keep me busy...,,,
Legitimate,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
Legitimate,Which channel:-):-):):-).,,,
Legitimate,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,,,
Phishing,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,,,
Legitimate,"We made it! Eta at taunton is 12:30 as planned, hope that‰Û÷s still okday?! Good to see you! :-xx",,,
Legitimate,I'm hungry buy smth home...,,,
Legitimate,\HEY KATE," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
Legitimate,My drive can only be read. I need to write,,,
Legitimate,"Just looked it up and addie goes back Monday, sucks to be her",,,
Legitimate,Happy new year. Hope you are having a good semester,,,
Legitimate,Esplanade lor. Where else...,,,
Legitimate,Can you talk with me..,,,
Legitimate,"Hmph. Go head, big baller.",,,
Legitimate,Well its not like you actually called someone a punto. That woulda been worse.,,,
Legitimate,"Nope. Since ayo travelled, he has forgotten his guy",,,
Legitimate,You still around? Looking to pick up later,,,
Phishing,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,,,
Legitimate,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,,,
Legitimate,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,,,
Legitimate,ILL B DOWN SOON,,,
Legitimate,Oh k. . I will come tomorrow,,,
Legitimate,Go fool dont cheat others ok,,,
Legitimate,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
Legitimate,"By the way, 'rencontre' is to meet again. Mountains dont....",,,
Phishing,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,,,
Legitimate,U attend ur driving lesson how many times a wk n which day?,,,
Legitimate,"Uncle G, just checking up on you. Do have a rewarding month",,,
Legitimate,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,
Legitimate,I think the other two still need to get cash but we can def be ready by 9,,,
Legitimate,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,,,
Phishing,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
Legitimate,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,,,
Legitimate,Great! How is the office today?,,,
Legitimate,"It's cool, we can last a little while. Getting more any time soon?",,,
Legitimate,:-( sad puppy noise,,,
Legitimate,Yes its possible but dint try. Pls dont tell to any one k,,,
Legitimate,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,,,
Legitimate,Where you. What happen,,,
Legitimate,I was gonna ask you lol but i think its at 7,,,
Phishing,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
Phishing,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
Legitimate,Go chase after her and run her over while she's crossing the street,,,
Phishing,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
Legitimate,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
Legitimate,Hey... Very inconvenient for your sis a not huh?,,,
Legitimate,Ok i vl..do u know i got adsense approved..,,,
Legitimate,"* Was really good to see you the other day dudette, been missing you!",,,
Legitimate,I want to go to perumbavoor,,,
Legitimate,How many times i told in the stage all use to laugh. You not listen aha.,,,
Phishing,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
Legitimate,(You didn't hear it from me),,,
Legitimate,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
Legitimate,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,
Phishing,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
Legitimate,She ran off with a younger man. we will make pretty babies together :),,,
Phishing,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
Legitimate,O ic lol. Should play 9 doors sometime yo,,,
Legitimate,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,
Legitimate,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
Legitimate,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
Legitimate,Hmmm.still we dont have opener?,,,
Legitimate,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,
Legitimate,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
Legitimate,I will vote for wherever my heart guides me,,,
Legitimate,With my sis lor... We juz watched italian job.,,,
Legitimate,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
Legitimate,Lmao you know me so well...,,,
Phishing,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
Legitimate,Am on a train back from nortLegitimatepton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
Legitimate,Goodnight da thangam I really miss u dear.,,,
Legitimate,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
Legitimate,"Geeeee ... Your internet is really bad today, eh ?",,,
Phishing,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
Legitimate,I think i am disturbing her da,,,
Legitimate,"Sorry, I'll call you  later. I am in meeting sir.",,,
Legitimate,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
Legitimate,Ok i also wan 2 watch e 9 pm show...,,,
Legitimate,I dunno lei... Like dun haf...,,,
Legitimate,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,
Legitimate,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
Phishing,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
Legitimate,Talk to g and x about that,,,
Legitimate,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
Phishing,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
Legitimate,As in different styles?,,,
Phishing,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,,,
Legitimate,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
Legitimate,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
Phishing,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",,,
Legitimate,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
Legitimate,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,
Phishing,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
Legitimate,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
Legitimate,\Keep ur problems in ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
Legitimate,"Yeah, give me a call if you've got a minute",,,
Legitimate,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
Legitimate,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,
Legitimate,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
Legitimate,Hey happy birthday...,,,
Legitimate,Sorry i missed your call. Can you please call back.,,,
Legitimate,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
Legitimate,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",,,
Legitimate,I wont do anything de.,,,
Legitimate,What type of stuff do you sing?,,,
Legitimate,"St andre, virgil's cream",,,
Legitimate,No no. I will check all rooms befor activities,,,
Legitimate,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
Legitimate,Gokila is talking with you aha:),,,
Legitimate,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
Legitimate,K.k.this month kotees birthday know?,,,
Legitimate,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,,,
Legitimate,Sorry about that this is my mates phone and i didnt write it love Kate,,,
Phishing,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
Legitimate,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
Legitimate,"Aight, call me once you're close",,,
Legitimate,Nope thats fine. I might have a nap tho! ,,,
Phishing,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
Legitimate,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,
Legitimate,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
Legitimate,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
Legitimate,Ding me on ya break fassyole! Blacko from londn,,,
Legitimate,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
Legitimate,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
Legitimate,Oh you got many responsibilities.,,,
Phishing,You have 1 new message. Please call 08715205273,,,
Legitimate,I've reached sch already...,,,
Phishing,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,,,
Legitimate,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
Legitimate,Argh why the fuck is nobody in town ;_;,,,
Phishing,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
Legitimate,Thanks. Fills me with complete calm and reassurance! ,,,
Legitimate,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
Legitimate,Are you driving or training?,,,
Legitimate,Lol for real. She told my dad I have cancer,,,
Phishing,PRIVATE! Your 2003 Account Statement for 078,,,
Legitimate,"Oops I did have it,  &lt;#&gt; ?",,,
Legitimate,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
Legitimate,"Hi Chikku, send some nice msgs",,,
Legitimate,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
Legitimate,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
Legitimate,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
Legitimate,Cuz ibored. And don wanna study,,,
Legitimate,Wot about on wed nite I am 3 then but only til 9!,,,
Legitimate,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
Legitimate,Any way where are you and what doing.,,,
Legitimate,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
Legitimate,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
Legitimate,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
Legitimate,Sday only joined.so training we started today:),,,
Legitimate,Sorry * was at the grocers.,,,
Legitimate,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
Phishing,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
Legitimate,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
Legitimate,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
Legitimate,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,
Phishing,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
Legitimate,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
Legitimate,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,,,
Legitimate,I'm in office now da:)where are you?,,,
Legitimate,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
Legitimate,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
Phishing,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
Legitimate,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
Legitimate,Pls call me da. What happen.,,,
Legitimate,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
Legitimate,No problem with the renewal. I.ll do it right away but i dont know his details.,,,
Legitimate,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
Legitimate,Haven't left yet so probably gonna be here til dinner,,,
Legitimate,"Like  &lt;#&gt; , same question",,,
Legitimate,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
Legitimate,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
Legitimate,K k:) sms chat with me.,,,
Legitimate,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,
Legitimate,No but the bluray player can,,,
Legitimate,Ok... Then r we meeting later?,,,
Legitimate,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
Legitimate,Just send a text. We'll skype later.,,,
Legitimate,Ok leave no need to ask,,,
Phishing,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
Legitimate,ÌÏ still got lessons?  ÌÏ in sch?,,,
Legitimate,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
Legitimate,Oh did you charge camera,,,
Legitimate,"I‰Û÷ve got some salt, you can rub it in my open wounds if you like!",,,
Legitimate,Now i'm going for lunch.,,,
Legitimate,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,,,
Legitimate,Oh k. . I will come tomorrow,,,
Legitimate,"Aight, text me tonight and we'll see what's up",,,
Legitimate,U 2.,,,
Legitimate,Water logging in desert. Geoenvironmental implications.,,,
Legitimate,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
Legitimate,Company is very good.environment is terrific and food is really nice:),,,
Legitimate,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
Phishing,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
Legitimate,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
Legitimate,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,
Legitimate,K sure am in my relatives home. Sms me de. Pls:-),,,
Legitimate,I sent them. Do you like?,,,
Legitimate,"Fuuuuck I need to stop sleepin, sup",,,
Legitimate,I'm in town now so i'll jus take mrt down later.,,,
Legitimate,I just cooked a rather nice salmon a la you,,,
Legitimate,I uploaded mine to Facebook,,,
Legitimate,WHAT TIME U WRKIN?,,,
Legitimate,Okie,,,
Phishing,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
Phishing,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
Legitimate,"Sorry, I'll call later",,,
Legitimate,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
Legitimate,"It's wylie, you in tampa or sarasota?",,,
Legitimate,Ok... Take ur time n enjoy ur dinner...,,,
Legitimate,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
Phishing,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
Legitimate,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..,,,
Legitimate,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
Legitimate,Ugh my leg hurts. Musta overdid it on mon.,,,
Phishing,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,
Phishing,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
Legitimate,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
Legitimate,Me fine..absolutly fine,,,
Legitimate,How come she can get it? Should b quite diff to guess rite...,,,
Phishing,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
Legitimate,I will reach ur home in  &lt;#&gt;  minutes,,,
Legitimate,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
Legitimate,Hi.what you think about match?,,,
Legitimate,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
Legitimate,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
Legitimate,It is only yesterday true true.,,,
Legitimate,K.k.how is your business now?,,,
Legitimate,3 pa but not selected.,,,
Phishing,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
Legitimate,I keep ten rs in my shelf:) buy two egg.,,,
Legitimate,I am late. I will be there at,,,
Legitimate,Well thats nice. Too bad i cant eat it,,,
Legitimate,I accidentally brought em home in the box,,,
Legitimate,Pls she needs to dat slowly or she will vomit more.,,,
Legitimate,I have to take exam with in march 3,,,
Legitimate,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
Legitimate,5 nights...We nt staying at port step liao...Too ex,,,
Legitimate,If I die I want u to have all my stuffs.,,,
Legitimate,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",,,
Legitimate,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
Legitimate,Prabha..i'm soryda..realy..frm heart i'm sory,,,
Legitimate,I re-met alex nichols from middle school and it turns out he's dealing!,,,
Phishing,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
Legitimate,It means u could not keep ur words.,,,
Legitimate,"Nope, I'm still in the market",,,
Legitimate,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
Phishing,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
Legitimate,Hey what how about your project. Started aha da.,,,
Legitimate,Ok cool. See ya then.,,,
Legitimate,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
Legitimate,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
Phishing,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
Legitimate,Yeah I can still give you a ride,,,
Legitimate,"Jay wants to work out first, how's 4 sound?",,,
Legitimate,"Gud gud..k, chikku tke care.. sleep well gud nyt",,,
Legitimate,Its a part of checking IQ,,,
Legitimate,Hmm thinking lor...,,,
Legitimate,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
Legitimate,thanks for the temales it was wonderful. Thank. Have a great week.,,,
Legitimate,Thank you princess! I want to see your nice juicy booty...,,,
Legitimate,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
Legitimate,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
Legitimate,U come n search tat vid..not finishd..,,,
Legitimate,"K I'm leaving soon, be there a little after 9",,,
Phishing,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
Legitimate,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
Legitimate,You do your studies alone without anyones help. If you cant no need to study.,,,
Legitimate,Please tell me not all of my car keys are in your purse,,,
Legitimate,I didnt get anything da,,,
Legitimate,Ok... Sweet dreams...,,,
Legitimate,Well she's in for a big surprise!,,,
Legitimate,"As usual..iam fine, happy &amp; doing well..:)",,,
Legitimate,1 in cbe. 2 in chennai.,,,
Legitimate,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
Legitimate,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
Legitimate,I absolutely LOVE South Park! I only recently started watching the office.,,,
Legitimate,Did you see that film:),,,
Legitimate,Pls speak with me. I wont ask anything other then you friendship.,,,
Legitimate,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
Legitimate,Gud ni8.swt drms.take care,,,
Legitimate,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,,,
Legitimate,Anything lar then Ì_ not going home 4 dinner?,,,
Legitimate,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
Phishing,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,
Legitimate,Did u fix the teeth?if not do it asap.ok take care.,,,
Legitimate,So u wan 2 come for our dinner tonight a not?,,,
Legitimate,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
Legitimate,Its too late:)but its k.wish you the same.,,,
Legitimate,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
Legitimate,Oh yeah clearly it's my fault,,,
Legitimate,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
